MIN_AVG_RATING,MAX_AVG_RATING,MIN_TOTAL_VOTES,MAX_TOTAL_VOTES,MIN_MEDIAN_RATING,MAX_MEDIAN_RATING
1.0,10.0,100,725138,1,10
